Point,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
754,2.494448636,4997.505551,18.86929126,-2.306409159,18.04969132,2.075722744,6.222273997,-1.895681683,0.10812778,18.32198273,-1.967230401,1002.494449,6.23754E+14,-1.034408542,17.79058376,-0.90603954,13.7440091,12.87274706,19.47671597,0.129376346
755,-7.001884889,5007.001885,13.58355461,-1.573980111,14.69632113,1.152829103,49.026392,-3.661130858,-3.559401296,10.7226432,-2.039740453,992.9981151,6.28508E+14,-3.412813421,10.04787794,-0.075179536,10.90718352,16.36507211,7.100781045,-1.884035537
756,2.383183867,4997.616816,10.21211612,0.031220505,15.57508089,0.783422352,5.679565343,0.032895862,1.099688439,12.42785001,-3.511786079,1002.383184,6.23809E+14,0.194339596,19.40977445,-0.541478701,9.991290796,16.19739033,19.12973337,-1.552480578
757,-5.966948542,5005.966949,12.86261395,-3.099444061,14.6682953,-0.282542333,35.60447491,-0.267309557,-1.098342118,17.08058978,-2.493243577,994.0330515,6.27989E+14,-1.304781224,14.30831566,-2.078733353,10.89014967,13.86064531,16.99803021,-3.618677777
758,4.350111844,4995.649888,17.16948847,-2.494202749,12.00443652,1.506064712,18.92347305,0.204408074,-3.746688278,16.76682297,0.394113692,1004.350112,6.22828E+14,-0.12197015,11.20110916,1.750431581,13.87891069,19.45317558,13.33570976,0.137728467
759,-1.165194002,5001.165194,16.05589729,0.801164086,14.97054248,0.950946485,1.357677062,0.191346437,-2.785254168,13.42453925,1.672303191,998.834806,6.25583E+14,-0.888483993,18.39634844,-2.791929942,11.12562729,5.596327907,2.018918327,1.860594291
760,-3.077365786,5003.077366,16.61739685,0.237914962,10.95501265,0.814668308,9.47018018,-0.448567488,-0.532543507,16.1126716,-3.535353505,996.9226342,6.2654E+14,-1.163428486,19.5350436,-0.084421232,12.86144376,3.033249784,17.70473343,1.87014243
761,-7.320600311,5007.3206,10.32571181,1.356249228,10.92853112,1.749478122,53.59118892,1.170969778,-1.135041123,15.45157702,-2.867714029,992.6793997,6.28668E+14,-2.518453607,14.28170257,1.346558238,19.78826951,19.84833807,17.23835269,-0.186442278
762,-1.83236825,5001.832368,11.28811184,-3.302392986,18.56466014,0.116622626,3.357573405,-1.276820896,1.6387999,11.86850489,-2.681463354,998.1676317,6.25917E+14,-2.66737857,19.45129277,-0.178310686,16.06194889,4.496748867,0.864142669,-0.440798203
763,1.590508742,4998.409491,12.620748,-0.252878341,12.11841881,1.664811451,2.529718058,-0.206493523,-0.416354215,14.78023789,-2.214782958,1001.590509,6.24205E+14,-2.098666622,15.58974564,-1.115952921,19.25238489,12.59803149,7.279892779,-0.827671478
764,6.146473813,4993.853526,12.34922983,-2.745639153,16.51810642,1.114979005,37.77914033,-3.059682557,0.675975104,16.7005886,-0.558784886,1006.146474,6.21932E+14,-3.221540431,13.58992789,2.242791094,19.62982183,16.62090231,1.949736507,-3.72251129
765,0.085297394,4999.914703,16.33525712,0.780519157,11.62040465,1.21658272,0.007275645,-3.299146022,1.043270984,19.34971069,-0.905984373,1000.085297,6.24957E+14,-3.710889161,14.62905161,2.147044547,13.40002373,17.95476603,11.62975385,0.425008231
766,-0.705765311,5000.705765,13.42231069,-0.297395108,13.07297689,-0.28660792,0.498104674,-0.125075899,-2.874819808,11.41205293,-0.106349713,999.2942347,6.25353E+14,0.476710623,12.67528734,-2.178798482,19.92284487,3.905249444,15.53525356,-1.57747597
767,-4.677033982,5004.677034,12.63079068,1.562208104,15.40104415,2.118205863,21.87464687,-2.385150374,-2.896092066,17.16660466,0.100135656,995.322966,6.27342E+14,-2.282631554,17.49003483,-0.417965059,15.18613189,0.814861857,3.371995287,-0.107287026
768,4.062092379,4995.937908,14.08621771,2.262883657,13.0450197,1.282512787,16.50059449,-2.683063101,2.096330657,15.39288045,0.971163664,1004.062092,6.22971E+14,-3.358736909,18.48013392,-1.423177117,17.50893121,8.581983918,3.440659688,0.758917455
769,1.36771728,4998.632283,13.86193019,-1.077402557,14.82377287,-0.502687995,1.870650558,1.741006699,-1.605593973,18.25435829,-3.504056888,1001.367717,6.24316E+14,-1.328743242,13.18276243,0.617820487,14.5153711,16.92389902,13.59809551,-1.501463632
770,-2.442034649,5002.442035,17.19793465,-0.968610075,10.59496838,0.305607982,5.963533229,2.097970042,0.031666055,10.98927947,-1.076906983,997.5579654,6.26222E+14,1.617043467,16.40515676,-2.362454087,10.2537344,8.564145824,10.79115127,-2.391513971
771,3.302181834,4996.697818,18.51102799,-0.701425619,13.74720971,0.823143689,10.90440486,2.10126978,-0.087015968,15.80820072,0.868376828,1003.302182,6.23351E+14,-1.759007538,19.47194012,-0.281647194,15.44746674,19.5824507,18.66246296,1.844591419
772,-6.624721597,5006.624722,13.2685686,-2.412613485,10.48651062,1.921518356,43.88693624,-1.242478971,-3.054252036,11.50926142,2.203597928,993.3752784,6.28319E+14,0.257062839,16.16640602,-0.488879192,11.5716298,10.82687262,17.7673705,0.608938199
773,-2.151100668,5002.151101,10.95872082,1.256602738,14.09976824,1.65231464,4.627234086,0.985646626,-2.37643549,18.05222754,-3.326199818,997.8488993,6.26076E+14,0.973003626,18.3467392,-2.108935991,15.39666926,10.83844453,0.919322156,-2.880100929
774,4.537693018,4995.462307,12.36117536,0.593212522,14.12789838,1.422026352,20.59065792,-2.906376284,1.003350777,13.29242042,-0.739671658,1004.537693,6.22734E+14,-1.6182057,11.39967112,2.016388265,17.09841224,7.64895493,8.409018534,1.393951882
775,1.470084366,4998.529916,16.55239743,-2.771574276,13.63767689,0.86771485,2.161148042,1.366936682,-0.364968027,12.94278862,-0.810680398,1001.470084,6.24265E+14,-3.678667787,12.16542419,2.105134842,11.26752285,1.246464311,18.46736655,1.324425102
776,-3.728736801,5003.728737,16.93577582,0.080254457,12.03429543,-0.143934317,13.90347813,-2.31142092,0.69992447,17.67309125,1.700935465,996.2712632,6.26866E+14,-3.51554641,18.75405389,-1.406971937,13.95907906,16.75548301,16.23237331,-3.175265968
777,6.116804598,4993.883195,20.20216033,-3.51785707,17.64053985,0.891650766,37.41529849,-1.544431407,-3.650678834,10.81197762,1.997582251,1006.116805,6.21947E+14,-1.444825576,10.9420727,-3.347854536,14.80830963,4.212552612,4.351733976,-1.409218674
778,-3.885561216,5003.885561,19.59259034,-3.018054291,18.5372922,0.465897484,15.09758596,-2.168381308,1.211461821,18.11794404,-0.582386586,996.1144388,6.26945E+14,-3.609184893,19.40337455,1.531123349,12.49971238,16.64909342,3.133222215,1.404922502
779,-7.241175111,5007.241175,16.61593391,-3.653907306,19.37603154,-0.03521631,52.43461698,-3.265687719,1.444323437,17.43221311,-1.383344845,992.7588249,6.28628E+14,1.446189115,17.99896271,-2.504928709,10.5226222,4.236521994,18.98953412,-2.389008331
780,5.941684264,4994.058316,11.58878949,0.957390946,13.33384886,0.393586524,35.30361189,-1.131285406,-1.310463081,19.37289731,1.724750725,1005.941684,6.22034E+14,1.634323881,14.51533763,-0.096143731,18.77136968,15.61366685,18.31195225,1.430363514
781,5.723983244,4994.276017,18.07365219,-0.1288817,16.09581205,0.68524771,32.76398418,0.945811519,-2.734536136,13.4418813,-2.514595626,1005.723983,6.22143E+14,-1.999419825,14.42981665,-3.495559603,16.26047994,3.803549526,18.32442521,-3.159287851
782,-3.000842288,5003.000842,15.69983541,1.642155126,19.14077822,1.979980341,9.005054435,0.91040462,-2.515746285,16.48819652,0.358621621,996.9991577,6.26502E+14,0.214646655,10.76288657,0.309723792,19.69367629,19.81319099,5.22133265,1.580956858
783,-0.364121342,5000.364121,20.27419356,0.951400925,13.23234597,0.654121179,0.132584352,-0.646777762,-1.845415156,10.91735841,-3.525205001,999.6358787,6.25182E+14,-1.471325952,10.9808401,-1.709490841,14.83672068,6.925600856,11.9792506,0.683994225
784,0.051484058,4999.948516,17.72135151,0.07671788,13.03680905,0.614708093,0.002650608,0.791808033,2.257051268,14.74276984,-0.342134763,1000.051484,6.24974E+14,-0.141811647,15.1729101,-3.447723067,17.07685527,4.352483037,9.356752309,1.175609679
785,-5.619585987,5005.619586,11.57717497,0.147008407,11.6115889,1.724058017,31.57974666,-3.607567679,0.671931975,13.75149148,1.170478341,994.380414,6.27815E+14,-0.619333454,14.30162856,-3.237846748,15.96125404,9.074828148,7.461739292,-0.531765533
786,0.602624653,4999.397375,12.81106219,1.984660976,17.1982665,2.075273391,0.363156472,-1.211328055,-0.433375527,15.93963998,2.019108558,1000.602625,6.24699E+14,1.950977638,13.89986646,0.295858542,17.85546728,15.47724811,2.105238104,1.805419414
787,0.933258739,4999.066741,11.92947878,1.933952665,16.85858179,2.348871803,0.870971874,-0.269560917,-2.444890272,16.94107336,-3.199928168,1000.933259,6.24534E+14,0.99741516,14.05209069,1.151115971,14.93024324,0.760514156,15.39522399,-2.959272851
788,2.697982316,4997.302018,13.86358097,-2.552830354,13.03418067,1.073876477,7.279108576,-3.410932514,0.933799776,13.05584113,-2.714182858,1002.697982,6.23652E+14,-2.2309214,15.77015398,1.873698859,12.126201,9.216739598,19.76611969,0.977830357
789,3.044824087,4996.955176,12.36341953,-1.139316141,12.23296284,-0.239985162,9.270953719,-1.679903574,-0.005753709,11.94303606,-1.965475799,1003.044824,6.23479E+14,-1.654064802,19.85297833,1.275637232,19.22967484,6.091704924,0.614988516,0.560529074
790,1.924024403,4998.075976,15.98802842,1.689641752,16.16621845,1.622822373,3.701869902,-1.592528267,0.694058499,18.53767285,1.1562742,1001.924024,6.24039E+14,-0.812947961,19.67941772,1.574162632,15.34940561,5.122481253,3.005296196,-3.45202423
791,-2.273377959,5002.273378,14.35724832,-0.858241412,17.01840811,2.317191954,5.168247343,1.586784515,-2.77804737,17.45215409,-1.431378807,997.726622,6.26137E+14,-2.187536495,13.97322196,-1.02388567,19.67167445,19.10788733,7.176278806,-2.876597627
792,3.630078445,4996.369922,14.32777823,-3.039303436,18.13286499,1.723225356,13.17746951,-3.348585612,0.950053451,12.74870854,0.802301352,1003.630078,6.23187E+14,1.824294351,15.65838273,-3.375569838,17.88758075,18.19584265,19.3051302,0.470448638
793,1.662560353,4998.33744,17.3904776,-1.012903686,19.05880021,2.182259775,2.764106927,2.335985974,2.022770264,11.47371241,-2.082612853,1001.66256,6.24169E+14,-1.358440881,20.34403609,1.493492611,14.24620507,16.3432826,17.44107393,-2.525832108
794,0.017673766,4999.982326,11.91167025,-2.401019186,17.7581933,1.904838515,0.000312362,0.920925111,0.13591587,12.87710452,1.011018361,1000.017674,6.24991E+14,0.672318402,11.69056871,-1.57649071,19.28056948,13.2937721,1.311588498,-0.085532531
795,5.291578804,4994.708421,18.06278825,1.224786017,20.31750084,-0.205587275,28.00080624,-3.032544657,0.398294355,10.7239267,-2.581450788,1005.291579,6.22358E+14,-1.241369875,19.68137675,1.286423655,19.73208618,18.14421249,19.68491747,-3.32861614
796,6.291300788,4993.708699,10.86537639,-0.077078331,16.0009878,0.391691061,39.58046561,-3.097153783,2.386065097,11.22072352,-0.203727886,1006.291301,6.2186E+14,-2.788946814,10.65421242,-1.32960203,19.4211497,10.55149771,5.466088419,-1.468735308
797,-0.801459059,5000.801459,10.85879099,-0.540790288,18.1983357,-0.474604145,0.642336623,-2.003962499,-3.221548826,18.27413774,-3.512685046,999.1985409,6.25401E+14,-1.158339231,16.47211934,-3.668379624,17.9803309,9.93677303,14.21341803,-0.177770991
798,3.715079655,4996.28492,13.91225256,-0.196422335,11.67544372,0.89333198,13.80181684,2.377562741,-0.546037636,19.46569823,-0.865545169,1003.71508,6.23145E+14,-3.326067839,13.32358427,-1.856780303,16.98917086,13.62316111,13.95977175,-2.344564461
799,-4.653949146,5004.653949,15.5555065,-1.731808369,11.83394686,2.055874515,21.65924266,-0.963761375,-1.387981924,15.36482375,0.538220368,995.3460509,6.2733E+14,-2.967125285,11.86354449,0.252186518,15.03315269,16.78892413,15.17723079,-2.349660676
800,1.426284002,4998.573716,16.26370838,1.849585811,10.63385204,1.913559932,2.034286053,-1.144509993,1.212473427,15.5394384,0.885505099,1001.426284,6.24287E+14,0.839429447,18.32395034,-2.247276875,17.76313962,11.19422366,4.079156995,-2.455508012
801,-4.667195019,5004.667195,17.32885993,-1.46739961,18.83679553,0.108085649,21.78270935,-3.343651009,1.934397314,19.51719561,-3.801297603,995.332805,6.27337E+14,0.017834657,16.76236358,-3.567606541,15.86012917,3.444285098,4.750530155,-0.747982079
802,4.381283272,4995.618717,20.09214188,-2.074540139,11.08993613,-0.215807789,19.19564311,-0.558567855,-0.678712925,11.28117236,-3.225715679,1004.381283,6.22812E+14,0.786143843,12.13051364,0.493318994,18.73802071,5.93322235,10.77432786,1.699173402
803,-4.763096933,5004.763097,16.86142478,-0.31865353,18.21597382,-0.417381403,22.68709239,1.507133782,-1.293610291,13.83060697,-1.08069157,995.2369031,6.27385E+14,0.057443344,18.90561345,-0.412748995,16.7186433,18.66650744,6.958625404,1.987503475
804,-4.989624901,5004.989625,15.74562944,-2.599121419,10.7680726,1.181086544,24.89635666,1.048094757,-2.764218328,17.46777479,0.984454343,995.0103751,6.27499E+14,-1.933631016,15.56084036,-0.224095451,12.70781893,2.922637463,9.987021265,-1.632191957
805,-7.282237243,5007.282237,10.828195,-0.879182319,11.2531925,0.63709095,53.03097926,1.479553164,-2.124198393,16.10463551,1.386545398,992.7177628,6.28649E+14,1.696028626,19.46783172,1.373988502,20.0166613,10.63582404,0.676713707,-3.298141326
806,-7.19177567,5007.191776,12.44403608,1.814536301,14.21380287,2.148204356,51.72163729,-2.0362161,-0.652944667,12.98939896,-3.316809978,992.8082243,6.28604E+14,-2.337532353,10.59688566,-1.216754465,20.15426584,2.809751645,12.92464799,2.150013919
807,0.495325648,4999.504674,13.50346505,-1.85704607,19.75549783,1.09705821,0.245347497,1.267265043,-0.895457607,13.36021008,0.601835298,1000.495326,6.24752E+14,2.039674005,13.82176202,-0.950925989,14.86968671,11.97834304,16.20048975,0.547090076
808,5.911230742,4994.088769,14.14365531,0.636924531,15.08326086,1.447974811,34.94264888,1.434503056,-2.054596969,20.46852986,-0.315918951,1005.911231,6.2205E+14,-1.506165521,19.81446349,-2.587102871,12.18048091,3.233451929,20.34347614,0.22158539
809,3.604757642,4996.395242,13.41143902,-3.899444221,11.43965002,2.315835213,12.99427766,1.86782829,0.512022332,11.71761076,0.611838821,1003.604758,6.232E+14,0.37523489,12.45916556,0.413041107,14.31967975,16.36669214,15.19398815,1.41501808
810,5.554382982,4994.445617,16.3691301,-1.955521893,13.0398512,1.33876401,30.85117031,-3.118316902,-2.40996315,16.26250221,-1.68782311,1005.554383,6.22227E+14,-0.338012424,10.69756035,-2.49880163,14.08857595,13.46078731,8.60742609,-1.309871032
811,-3.966306874,5003.966307,19.61502624,-2.846468733,16.53204106,2.133633465,15.73159022,-2.319534174,1.279225315,17.34636354,-1.21993323,996.0336931,6.26986E+14,-1.613781151,16.63483497,-0.676156043,12.12125965,11.14735436,11.39784134,-1.659894738
812,3.006452344,4996.993548,12.44258594,-0.306700734,19.83917593,0.925531885,9.038755697,-0.528635086,-2.259307205,14.29440934,-3.175635954,1003.006452,6.23498E+14,2.622806571,19.08412826,-1.52048448,15.61041282,11.84704629,11.85593999,-3.077520951
813,-5.64932968,5005.64933,14.9845628,-0.456928292,15.10139896,-0.018349971,31.91492584,2.199170107,1.269424643,17.27976269,-0.387642079,994.3506703,6.27829E+14,1.662153833,16.76171826,1.017614316,14.94120631,20.33887398,10.99399447,0.144475601
814,5.205514161,4994.794486,18.01853455,-1.074243907,14.66754021,0.304616531,27.09737768,1.549854441,0.611310671,18.88172342,-3.071229007,1005.205514,6.22401E+14,0.64035361,16.38323361,-3.473849905,20.45234484,2.432882602,1.558876452,1.863045619
815,6.206338489,4993.793662,16.41986895,-2.122708793,12.96525701,1.904377812,38.51863744,1.52312532,1.182037332,16.32798015,-2.568932548,1006.206338,6.21903E+14,-2.722065251,11.25025544,-3.661654952,15.66475895,11.13613862,10.29634509,-2.556582624
816,-3.903310081,5003.90331,20.58884653,0.720031232,14.62294921,1.372741147,15.23582959,-0.714429418,-0.984003713,12.00315807,-1.781859561,996.0966899,6.26954E+14,-1.452223144,17.38075365,-3.014679714,12.14095858,10.24027618,7.047136044,1.601780868
817,-4.063390085,5004.06339,13.97779047,0.905745973,16.3502701,2.044812837,16.51113898,0.945531246,2.214209825,13.26417485,-3.611491759,995.9366099,6.27034E+14,-2.657299334,10.82129648,1.248029249,12.66870365,4.728420986,1.12042538,-0.669187021
818,3.776958326,4996.223042,16.96575592,1.761570468,17.2322223,0.35114107,14.26541419,0.288989932,0.693535038,18.42284672,-1.721639389,1003.776958,6.23114E+14,1.31228053,19.7981229,-1.917269117,14.13257574,19.39711205,12.96252213,-1.509668379
819,-6.526834374,5006.526834,14.67690689,-2.223978716,17.11644248,-0.214740086,42.59956695,2.274657212,2.254150169,17.28186847,-1.888587138,993.4731656,6.2827E+14,-1.135861289,13.19952064,-2.101811,18.47291024,2.743809793,16.53260993,-2.9585644
820,-1.376020619,5001.376021,16.01863094,1.018019268,20.39065869,2.574152823,1.893432745,1.891359666,0.31140368,12.27318753,1.740403198,998.6239794,6.25688E+14,1.637709163,14.14131163,-2.769396148,19.38376191,17.57527737,19.65740365,1.341764398
821,-0.569137183,5000.569137,20.08933483,-1.159759454,17.27361083,1.967350448,0.323917133,1.920844749,1.95341003,12.80161584,-2.694799231,999.4308628,6.25285E+14,-1.898456082,19.82807526,-2.060951088,14.82126661,11.24444896,2.849407597,0.787458367
822,0.951901758,4999.048098,13.14080919,-1.338250659,20.08285992,0.225016484,0.906116957,0.354857844,0.146696615,18.24651819,-0.731606424,1000.951902,6.24524E+14,0.477601143,16.04741166,0.854813902,18.28284849,19.21410235,15.15155719,-2.43603367
823,-5.591726801,5005.591727,13.56836067,0.405352652,10.83178772,1.192181567,31.26740862,-1.078477487,0.142377872,19.72381856,-0.247883888,994.4082732,6.27801E+14,2.366691275,15.06915506,-0.257123962,12.29216432,5.484709797,19.50924909,-1.282970379
824,-5.157149292,5005.157149,14.71112783,-3.704811673,14.48633395,0.099103399,26.59618882,1.871835486,-1.599392682,19.37531415,-0.859086861,994.8428507,6.27583E+14,-1.152976466,16.03795022,-2.218728301,17.46591943,13.15941777,2.421871347,-1.284352948
825,4.665271088,4995.334729,19.03261952,0.473909785,13.7897917,1.983378483,21.76475432,1.945045844,-0.320766373,13.29576998,1.304589082,1004.665271,6.22671E+14,-1.227763073,13.80815641,-3.015733675,15.49130703,5.163845914,4.122024261,2.384473724
826,-4.871384299,5004.871384,13.20820006,-2.175381172,14.11094309,0.05410444,23.73038499,-0.551087769,-2.474667417,20.11117654,0.642406219,995.1286157,6.27439E+14,-1.671152421,17.32455915,-0.929629387,17.99471415,18.70573421,12.26048881,-1.692398888
827,-5.988326569,5005.988327,10.89269691,-1.744255893,13.10906485,0.367476472,35.8600551,-1.268934537,-0.47050968,11.30486605,-3.372049546,994.0116734,6.28E+14,2.045157108,19.12674396,-2.493441031,15.16806345,16.21331395,9.198615025,0.978659349
828,0.307286103,4999.692714,19.34289939,-2.605461669,13.35448085,0.479219954,0.094424749,0.443630954,-2.700266032,17.30359936,0.753833711,1000.307286,6.24846E+14,-2.367783815,13.51959204,-1.779960817,18.67350749,9.834691791,16.46445425,-2.055717082
829,-1.333003137,5001.333003,19.52784258,-3.269542797,18.46288173,0.077651437,1.776897364,-1.493873668,-2.040420523,14.10276083,-2.641000217,998.6669969,6.25667E+14,0.635038399,11.56433639,0.978915067,13.35054756,18.0414014,20.07109564,-0.499645282
830,-2.445934869,5002.445935,13.67359424,-3.881588771,15.94839141,1.029776668,5.982597381,-0.30297404,-0.260680487,14.39528533,-2.599474605,997.5540651,6.26224E+14,-0.265060809,17.0990919,1.203787532,17.98780866,20.33288335,4.099509428,2.299893824
831,3.77937729,4996.220623,20.75433824,-0.203553753,13.033086,0.674804969,14.2836927,-2.182940332,-1.877331901,16.39845664,1.477588772,1003.779377,6.23112E+14,0.372515877,15.74885819,1.232873638,15.17918518,4.38944483,16.05135518,-0.697003591
832,5.034013787,4994.965986,15.60529579,1.656504351,19.05189012,0.063653858,25.34129481,-1.967956535,-1.68858776,14.07074027,0.583780739,1005.034014,6.22487E+14,-1.253544515,17.72328043,1.447682659,13.30582297,18.17922438,20.20923081,-1.627685074
833,-3.43304025,5003.43304,17.9611187,-0.454486074,13.30584951,0.607208445,11.78576536,2.907799553,-1.595452822,17.11884442,0.658332251,996.5669598,6.26718E+14,1.716445126,12.32273371,-2.298499373,17.3836884,1.807427227,1.996308509,1.441818492
834,-0.409928629,5000.409929,14.83652963,1.095963441,14.85014305,0.963733392,0.168041481,-2.81746908,0.327711051,11.50712073,1.572517653,999.5900714,6.25205E+14,0.086021693,14.28686067,-1.563534756,15.30818319,20.70443853,6.447899742,-0.676355365
835,-4.156255865,5004.156256,12.16570801,-3.035705806,13.91632206,2.039183256,17.27446282,-2.284163031,1.345695169,14.95996205,-3.566127485,995.8437441,6.27081E+14,-1.251768357,11.79461075,-2.206997705,18.91362899,14.07128194,12.08596211,1.394428127
836,-3.2050415,5003.205042,16.2599106,-1.485765996,12.88073413,2.014101611,10.27229102,1.179462149,0.580463167,17.5322536,-3.844756987,996.7949585,6.26604E+14,-2.728813954,14.82149376,-1.263849464,20.26410496,9.02874067,4.176587765,-0.914006245
837,4.784994254,4995.215006,18.94639115,-1.088108882,20.69373618,2.111506906,22.89617001,1.899671303,-2.549590425,13.94292198,-3.022627522,1004.784994,6.22611E+14,2.004186549,17.29747187,1.926003654,16.13485667,13.4394109,15.89831221,2.233100341
838,-4.146829251,5004.146829,15.95088739,-3.972993397,20.17755121,1.888146312,17.19619284,-2.657063403,0.853336163,17.6518829,1.061484392,995.8531707,6.27076E+14,-0.590446077,17.01951422,1.283291391,17.31891935,10.14945903,18.69883605,-1.945577182
839,2.753848032,4997.246152,12.49557285,1.949454932,15.50320883,1.234518952,7.583678985,2.919118912,-1.034841515,19.10914657,1.246375122,1002.753848,6.23624E+14,-2.549177567,18.94220011,-1.64725179,20.81429861,14.84319643,16.43158686,-0.31401875
840,5.760105516,4994.239894,20.50614543,0.783833547,13.8417891,1.580646058,33.17881556,0.934714476,0.722484259,16.59571496,-2.13938756,1005.760106,6.22125E+14,2.021552326,16.33280597,-1.625992647,16.11764185,9.738495931,17.68658993,-0.858947727
841,4.262389748,4995.73761,19.56582988,-2.926891161,17.98516939,0.936292604,18.16796637,1.331950619,-0.832636722,15.42810805,-1.34188197,1004.26239,6.22872E+14,2.166091909,13.25057476,-2.062439669,16.76211275,1.063817229,10.32158229,-1.86681727
842,-2.918180202,5002.91818,15.7892938,-1.045151238,18.86582891,0.544122774,8.515775694,-1.694144146,-0.986411512,19.49314148,0.002414495,997.0818198,6.2646E+14,2.666894439,19.40709061,-3.644374817,13.48748666,15.39286715,20.75281801,0.103596233
843,-2.513420946,5002.513421,19.87545818,1.648210615,19.38982397,2.495513074,6.317284853,2.454066628,-0.810743172,17.72360656,-3.864326834,997.4865791,6.26258E+14,1.751832824,11.04380516,0.695748709,20.04939124,13.76002694,9.243665558,-0.021624168
844,-0.063934889,5000.063935,18.69946374,-2.562797251,17.6156098,2.906324686,0.00408767,-1.819514891,-0.083756866,16.91492781,-0.48569686,999.9360651,6.25032E+14,2.476026532,13.53462716,-3.957811353,18.28463616,13.77472791,6.983745994,1.73394797
845,-0.767554185,5000.767554,12.99098185,1.384221829,18.73857048,0.657863289,0.589139426,-1.86974778,-0.541752668,15.2377363,-2.587628074,999.2324458,6.25384E+14,-2.340848192,15.02250422,-0.880542031,19.25832745,10.55464934,2.754990817,1.267193009
846,-5.904081884,5005.904082,15.6955811,-3.086903247,11.43914699,0.400218968,34.85818289,-1.756636241,-2.057481548,17.16361334,-2.996499194,994.0959181,6.27957E+14,0.63300638,14.37139056,-3.837331505,16.15981107,10.91974377,16.56801767,2.123320084
847,-4.535292493,5004.535292,20.4429144,-1.185372915,13.86563585,2.496891401,20.568878,0.494498389,1.382314878,15.10477498,1.378989974,995.4647075,6.27271E+14,-0.421432101,15.44902547,-3.144487743,12.6437729,6.561421085,19.97424645,-1.083403331
848,5.083417528,4994.916582,14.94736317,-1.439665166,20.82115617,1.68733137,25.84113376,3.070598623,-2.764089989,12.43542033,-0.558664622,1005.083418,6.22462E+14,2.960009505,19.31761916,-2.285761056,20.39984133,5.5202241,19.39269078,-0.733053362
849,1.647421793,4998.352578,19.87520313,-2.028266492,11.69653642,2.639318013,2.713998564,2.743171013,-0.855385365,13.4285756,0.98797934,1001.647422,6.24177E+14,-1.929183829,14.53522561,1.545378809,16.54441403,1.88730231,12.35715734,-1.426265354
850,-3.608191967,5003.608192,14.48159248,-2.700416009,19.37188216,0.805836607,13.01904927,-0.742986698,0.836849341,20.76493511,-1.036686649,996.391808,6.26806E+14,2.11452541,17.62214975,-1.289215723,17.26471004,5.4156115,19.28021093,-0.073317431
851,-0.875188992,5000.875189,12.2448139,-2.733989209,16.38735214,2.598196406,0.765955772,-1.170311144,-0.357535444,12.47512449,-3.283906177,999.124811,6.25438E+14,-2.709828217,17.34471695,-3.549499102,16.76739391,18.25176659,9.255489667,0.396178121
852,0.548071213,4999.451929,16.23484555,1.525592416,17.78623901,2.299262837,0.300382055,0.481215701,-2.789268026,15.75892559,-0.974114414,1000.548071,6.24726E+14,3.108415244,16.10266656,-3.071622985,15.51659484,12.18162536,20.95616138,0.734407296
853,-0.465869232,5000.465869,20.59014545,-2.720094605,13.43795397,1.81542637,0.217034141,-2.010380773,-1.183697193,16.38704171,-3.532568215,999.5341308,6.25233E+14,2.496169564,14.29362679,1.74404356,16.11553475,14.04235934,3.038748635,2.075856044
854,0.532632042,4999.467368,14.48492095,-2.552899731,18.04768268,3.035702205,0.283696892,0.70526004,1.295913691,16.53822775,0.353357637,1000.532632,6.24734E+14,1.192104009,17.97023738,-1.739950152,17.16765128,3.020519322,15.10089975,1.8028294
855,-4.775765175,5004.775765,20.28472947,0.711293738,18.01206175,3.005872057,22.807933,0.871434115,-1.887297367,17.31845686,-2.969412012,995.2242348,6.27391E+14,-1.665041847,19.57005459,0.805841251,18.06377486,13.8575886,15.74732646,0.173872493
856,-1.238079967,5001.23808,11.69809892,-0.143598216,12.85785032,3.180783912,1.532842004,-0.163035025,1.8531981,19.54848014,-3.164983341,998.76192,6.25619E+14,1.201668976,17.59483275,-1.691152251,17.18286589,8.975780699,8.666998305,1.036504903
857,-2.746094786,5002.746095,14.19728043,0.490961823,19.30355441,2.627591943,7.541036574,0.075509247,0.718791365,17.82143059,-3.913761913,997.2539052,6.26374E+14,-1.125342285,19.02211948,0.392763057,20.9261163,14.7048526,1.671401709,1.226703517
858,-3.502931445,5003.502931,18.9993399,-3.049722606,11.34937541,2.934238719,12.27052871,1.204477487,-2.126932324,14.88985424,1.628837195,996.4970686,6.26753E+14,0.682971912,18.77621052,-3.042185208,11.80127708,19.87360446,19.16344035,2.897343181
859,2.613530732,4997.386469,19.89013692,0.991033203,19.90198419,0.606843945,6.83054289,1.615406037,-2.59838072,19.53093364,1.638168431,1002.613531,6.23694E+14,-1.863015692,12.09585162,0.278824302,20.58035087,16.73319915,16.33407326,-2.461478622
860,2.750741403,4997.249259,12.24489053,-3.785208603,14.13149204,1.909713077,7.566578266,-0.417375682,-0.557976652,15.96444284,-3.102198642,1002.750741,6.23626E+14,-2.178133892,18.05385194,-2.819656379,18.73491661,11.50188658,17.60019433,-0.516514213
861,1.483457646,4998.516542,18.51405885,-1.60503143,12.32565836,2.128023527,2.200646587,1.693299574,-2.610997233,17.74037092,-1.516550681,1001.483458,6.24259E+14,2.560230975,20.04915277,1.638605969,20.20055028,20.18582058,2.007248135,2.486343496
